node,type
C0042847,indication
2661,protein
55312,protein
1805,protein
C0007820,indication
1906,protein
C0878773,indication
C0080274,indication
962,protein
1942,protein
8894,protein
2026,protein
23474,protein
5349,protein
55819,protein
79719,protein
53826,protein
C0018213,indication
7841,protein
27089,protein
C0005283,indication
C0033117,indication
C0002875,indication
6191,protein
8988,protein
26012,protein
3488,protein
23,protein
8481,protein
7466,protein
C0013428,indication
10625,protein
79047,protein
5655,protein
1736,protein
23764,protein
51660,protein
51025,protein
57104,protein
51259,protein
79080,protein
1743,protein
11343,protein
339230,protein
3155,protein
C1142132,indication
4650,protein
3431,protein
4758,protein
3991,protein
23435,protein
94103,protein
57455,protein
5195,protein
10939,protein
51196,protein
79187,protein
84152,protein
7837,protein
22931,protein
5909,protein
9788,protein
5996,protein
54663,protein
22902,protein
6138,protein
4192,protein
174,protein
6447,protein
6487,protein
8402,protein
1314,protein
8794,protein
3915,protein
11098,protein
2870,protein
25836,protein
9401,protein
55023,protein
26960,protein
5297,protein
6840,protein
6866,protein
6943,protein
7259,protein
6091,protein
C0949116,indication
7372,protein
C0023440,indication
8975,protein
3073,protein
55905,protein
306,protein
427,protein
81605,protein
537,protein
7345,protein
1008,protein
54541,protein
54949,protein
3117,protein
3417,protein
50618,protein
C0020540,indication
4017,protein
51547,protein
129563,protein
3304,protein
64968,protein
10398,protein
5037,protein
5175,protein
5498,protein
5796,protein
5741,protein
6188,protein
55741,protein
C0034186,indication
10615,protein
6853,protein
6863,protein
7083,protein
55084,protein
9839,protein
6638,protein
C0877792,indication
8553,protein
6362,protein
10574,protein
3910,protein
5828,protein
6227,protein
9021,protein
7076,protein
2022,protein
C0006105,indication
94,protein
2674,protein
4902,protein
2675,protein
7038,protein
C0920350,indication
1493,protein
3077,protein
C0162566,indication
7373,protein
824,protein
7072,protein
10749,protein
5789,protein
25970,protein
10487,protein
5154,protein
5155,protein
3673,protein
4041,protein
7025,protein
1674,protein
51291,protein
1390,protein
3604,protein
7111,protein
6423,protein
54361,protein
7057,protein
2355,protein
344,protein
8140,protein
5325,protein
4004,protein
29760,protein
3481,protein
1006,protein
C0014836,indication
C0024138,indication
10815,protein
10814,protein
8443,protein
6376,protein
1524,protein
925,protein
926,protein
C0030807,indication
C0025294,indication
5199,protein
2078,protein
8048,protein
4747,protein
4744,protein
10810,protein
3148,protein
94274,protein
2077,protein
3623,protein
6343,protein
26056,protein
8200,protein
7403,protein
56034,protein
2736,protein
C0020635,indication
10239,protein
2719,protein
4613,protein
4610,protein
5795,protein
90338,protein
23495,protein
9570,protein
55014,protein
473,protein
653509,protein
1755,protein
1294,protein
8797,protein
C0002453,indication
1361,protein
2317,protein
6655,protein
9722,protein
C0085417,indication
C0010072,indication
5611,protein
8036,protein
2115,protein
2811,protein
10664,protein
4009,protein
6046,protein
858,protein
5336,protein
C0847614,indication
C2607914,indication
346562,protein
59345,protein
30845,protein
6480,protein
3440,protein
C0034734,indication
7162,protein
3843,protein
1154,protein
8431,protein
C0042029,indication
1618,protein
1617,protein
3500,protein
3691,protein
9241,protein
4852,protein
C0221023,indication
2660,protein
8313,protein
1845,protein
1653,protein
26235,protein
633,protein
9590,protein
948,protein
2869,protein
374,protein
C0162568,indication
5697,protein
2520,protein
4224,protein
4922,protein
2796,protein
64374,protein
4074,protein
4153,protein
7112,protein
7087,protein
3587,protein
8516,protein
3575,protein
102,protein
23476,protein
51191,protein
5623,protein
995,protein
5116,protein
8754,protein
22861,protein
57576,protein
11127,protein
3208,protein
8818,protein
54344,protein
C0024031,indication
6678,protein
C0013720,indication
1289,protein
4316,protein
6498,protein
4211,protein
1964,protein
C0149704,indication
7424,protein
57113,protein
6503,protein
29893,protein
8836,protein
5534,protein
6348,protein
215,protein
225,protein
79695,protein
3694,protein
C0524910,indication
4090,protein
1983,protein
27030,protein
5378,protein
7045,protein
4288,protein
56990,protein
22914,protein
2199,protein
3586,protein
C0020523,indication
C0022104,indication
8463,protein
5551,protein
2494,protein
C0003128,indication
1605,protein
1794,protein
8877,protein
9685,protein
5449,protein
5008,protein
9419,protein
5727,protein
8643,protein
7078,protein
5801,protein
84867,protein
83593,protein
4924,protein
7349,protein
1393,protein
1643,protein
3484,protein
3456,protein
4314,protein
2168,protein
51227,protein
5277,protein
6387,protein
4603,protein
10438,protein
3108,protein
3123,protein
C0014743,indication
9218,protein
56899,protein
56729,protein
930,protein
1380,protein
9518,protein
7350,protein
1284,protein
3952,protein
9844,protein
5450,protein
27242,protein
2271,protein
8740,protein
C0015530,indication
15,protein
6786,protein
5744,protein
8192,protein
1746,protein
4783,protein
8694,protein
4878,protein
4880,protein
C0023481,indication
923,protein
83756,protein
3133,protein
9232,protein
9588,protein
921,protein
1760,protein
9228,protein
2888,protein
7461,protein
2625,protein
6742,protein
54345,protein
4312,protein
6469,protein
C0031485,indication
C0751434,indication
7374,protein
30062,protein
6496,protein
2019,protein
27134,protein
10766,protein
5527,protein
6444,protein
6445,protein
2004,protein
2990,protein
7471,protein
6422,protein
7472,protein
182,protein
28514,protein
56923,protein
7143,protein
10000,protein
83990,protein
6580,protein
8792,protein
840,protein
100506742,protein
5896,protein
C0085083,indication
3235,protein
4308,protein
6351,protein
4254,protein
4653,protein
10659,protein
4908,protein
2767,protein
3385,protein
5274,protein
3931,protein
6653,protein
728,protein
2254,protein
1947,protein
8190,protein
8514,protein
5519,protein
8038,protein
3934,protein
3714,protein
22919,protein
2208,protein
284217,protein
57555,protein
54413,protein
23529,protein
9992,protein
3606,protein
8022,protein
966,protein
549,protein
6299,protein
116369,protein
10714,protein
1673,protein
3384,protein
C0035585,indication
10411,protein
9771,protein
1395,protein
28956,protein
1975,protein
1297,protein
10959,protein
7039,protein
7026,protein
1437,protein
10011,protein
50807,protein
6671,protein
2812,protein
7474,protein
9820,protein
26259,protein
9600,protein
3232,protein
3236,protein
3237,protein
3371,protein
1902,protein
900,protein
25803,protein
4824,protein
1537,protein
7293,protein
7080,protein
55840,protein
4237,protein
6620,protein
397,protein
2073,protein
1230,protein
6194,protein
6199,protein
201163,protein
6367,protein
26160,protein
11146,protein
10468,protein
7347,protein
85439,protein
C0018133,indication
6873,protein
8815,protein
24,protein
C0271093,indication
1258,protein
C0342907,indication
64240,protein
64241,protein
6891,protein
3929,protein
23092,protein
2074,protein
23568,protein
1113,protein
81858,protein
57610,protein
4204,protein
8675,protein
143187,protein
1308,protein
3594,protein
149233,protein
5793,protein
5453,protein
1062,protein
26191,protein
C0039483,indication
6934,protein
735,protein
C0015456,indication
9445,protein
50615,protein
5266,protein
3713,protein
23191,protein
654,protein
9026,protein
5368,protein
153090,protein
2200,protein
3817,protein
10159,protein
8490,protein
2588,protein
6892,protein
3218,protein
1811,protein
7439,protein
1948,protein
3670,protein
9185,protein
6736,protein
8870,protein
6928,protein
4952,protein
947,protein
10484,protein
7094,protein
79659,protein
51626,protein
2488,protein
55806,protein
2138,protein
2207,protein
949,protein
55824,protein
9379,protein
9369,protein
375790,protein
4319,protein
4322,protein
9179,protein
8605,protein
2705,protein
5304,protein
55024,protein
1232,protein
5069,protein
3394,protein
3680,protein
4829,protein
9966,protein
C0014335,indication
8799,protein
85417,protein
6870,protein
114609,protein
287,protein
9499,protein
2735,protein
79444,protein
1291,protein
7356,protein
10747,protein
C0014742,indication
5648,protein
721,protein
717,protein
4618,protein
6887,protein
1236,protein
6363,protein
239,protein
10221,protein
1004,protein
1016,protein
1161,protein
3489,protein
2621,protein
10735,protein
8809,protein
2201,protein
9649,protein
57502,protein
3476,protein
83992,protein
26127,protein
10693,protein
51341,protein
3687,protein
1641,protein
26229,protein
3485,protein
3914,protein
3918,protein
134728,protein
6955,protein
4983,protein
1285,protein
5897,protein
3565,protein
6295,protein
4099,protein
1300,protein
25792,protein
51744,protein
51573,protein
10420,protein
5992,protein
7169,protein
7079,protein
3240,protein
7827,protein
9623,protein
3640,protein
122042,protein
5076,protein
23462,protein
1235,protein
6364,protein
7850,protein
53916,protein
4338,protein
C2267227,indication
2641,protein
4901,protein
11128,protein
7490,protein
6002,protein
9056,protein
6355,protein
6356,protein
929,protein
5354,protein
4359,protein
4761,protein
140628,protein
10365,protein
7348,protein
4633,protein
3592,protein
4763,protein
C0023827,indication
8224,protein
4923,protein
4909,protein
2535,protein
8322,protein
1364,protein
4990,protein
22843,protein
65078,protein
C0008533,indication
C0342543,indication
84634,protein
3814,protein
1716,protein
9180,protein
845,protein
C0040156,indication
9045,protein
100133941,protein
2248,protein
C3544321,indication
4855,protein
23086,protein
3475,protein
7545,protein
7546,protein
7547,protein
84433,protein
1609,protein
5075,protein
4222,protein
7849,protein
1182,protein
2063,protein
5396,protein
924,protein
5236,protein
5506,protein
3665,protein
8301,protein
3663,protein
83439,protein
10326,protein
7305,protein
8741,protein
8875,protein
3632,protein
639,protein
2643,protein
5028,protein
229,protein
1846,protein
361,protein
7389,protein
9019,protein
4897,protein
2255,protein
3990,protein
4741,protein
4595,protein
53335,protein
64919,protein
64499,protein
410,protein
23533,protein
1409,protein
1415,protein
1420,protein
23022,protein
23339,protein
115352,protein
26040,protein
54820,protein
26528,protein
8292,protein
256933,protein
10913,protein
10533,protein
7275,protein
800,protein
23621,protein
C0546817,indication
54453,protein
51735,protein
23209,protein
7086,protein
25793,protein
26224,protein
93611,protein
23224,protein
6731,protein
5980,protein
10309,protein
23308,protein
29851,protein
10002,protein
7263,protein
51132,protein
6059,protein
6041,protein
9455,protein
116,protein
27151,protein
4256,protein
59,protein
C0026961,indication
8174,protein
9173,protein
11004,protein
5617,protein
C0021308,indication
3588,protein
8291,protein
3002,protein
56005,protein
727897,protein
6779,protein
3346,protein
4072,protein
5447,protein
C0342527,indication
1007,protein
9672,protein
8528,protein
5317,protein
6926,protein
5308,protein
55703,protein
51728,protein
1130,protein
116840,protein
C0154143,indication
3908,protein
5239,protein
1847,protein
C1961835,indication
950,protein
2253,protein
11168,protein
1052,protein
2069,protein
4148,protein
7036,protein
7306,protein
29119,protein
1675,protein
4982,protein
2239,protein
84441,protein
55534,protein
7139,protein
C0035220,indication
7136,protein
7011,protein
9134,protein
3547,protein
51206,protein
6361,protein
7378,protein
37,protein
175,protein
5119,protein
4161,protein
4159,protein
54739,protein
5956,protein
5454,protein
1896,protein
9253,protein
23348,protein
57381,protein
7369,protein
2245,protein
959,protein
5583,protein
6366,protein
3048,protein
9244,protein
9863,protein
51164,protein
5978,protein
5646,protein
7058,protein
9156,protein
1378,protein
3439,protein
2706,protein
1998,protein
C0220989,indication
84823,protein
103,protein
4600,protein
1382,protein
C0006287,indication
8493,protein
6137,protein
7351,protein
7352,protein
3238,protein
51085,protein
9805,protein
114879,protein
545,protein
4891,protein
8788,protein
29071,protein
7844,protein
11154,protein
1540,protein
23586,protein
341,protein
23746,protein
60468,protein
2784,protein
51010,protein
2027,protein
9255,protein
6596,protein
54894,protein
10616,protein
8425,protein
54941,protein
C2748055,indication
200734,protein
5532,protein
178,protein
2821,protein
57162,protein
8085,protein
7443,protein
