node,type
26166,protein
101543,protein
149095,protein
340578,protein
203611,protein
9426,protein
285556,protein
80067,protein
441246,protein
80737,protein
133584,protein
28908,protein
57458,protein
391004,protein
94122,protein
94120,protein
9628,protein
197335,protein
205327,protein
7180,protein
84940,protein
124602,protein
339967,protein
154197,protein
140803,protein
2840,protein
1903,protein
152015,protein
653240,protein
100293130,protein
10331,protein
55713,protein
7695,protein
7773,protein
56906,protein
83758,protein
84645,protein
93082,protein
148254,protein
199692,protein
203245,protein
389741,protein
441208,protein
107181291,protein
154791,protein
284418,protein
51118,protein
25809,protein
128344,protein
677768,protein
677776,protein
26821,protein
84034,protein
50859,protein
148362,protein
3078,protein
10878,protein
388323,protein
23192,protein
84688,protein
51005,protein
64772,protein
29124,protein
114299,protein
374462,protein
827,protein
1260,protein
283464,protein
56605,protein
646875,protein
55190,protein
333929,protein
283248,protein
166968,protein
25770,protein
400322,protein
1414,protein
4038,protein
4357,protein
283659,protein
64430,protein
221017,protein
90987,protein
27143,protein
90187,protein
26099,protein
51250,protein
91368,protein
220766,protein
10940,protein
124925,protein
55846,protein
6489,protein
199834,protein
353139,protein
353132,protein
353141,protein
353145,protein
440051,protein
145567,protein
83642,protein
55253,protein
440023,protein
25945,protein
55839,protein
22879,protein
92689,protein
122553,protein
54883,protein
26027,protein
115560,protein
112849,protein
9938,protein
29081,protein
286097,protein
10677,protein
9486,protein
54980,protein
219990,protein
58485,protein
164832,protein
127247,protein
353142,protein
248,protein
653268,protein
645432,protein
122258,protein
131831,protein
161142,protein
129852,protein
2978,protein
152110,protein
414059,protein
84614,protein
23527,protein
23015,protein
51298,protein
653333,protein
64446,protein
123103,protein
441241,protein
260293,protein
8541,protein
285782,protein
132014,protein
4122,protein
400714,protein
90019,protein
84258,protein
9553,protein
114789,protein
387569,protein
151888,protein
114132,protein
23772,protein
124641,protein
27180,protein
26238,protein
157927,protein
63947,protein
112703,protein
260294,protein
653639,protein
80739,protein
3821,protein
11006,protein
57292,protein
50805,protein
26548,protein
83714,protein
259287,protein
11219,protein
7769,protein
143458,protein
26820,protein
4608,protein
10975,protein
57540,protein
91966,protein
202658,protein
128346,protein
339745,protein
7105,protein
57002,protein
136051,protein
286499,protein
51106,protein
100529097,protein
55329,protein
128229,protein
171392,protein
147040,protein
390594,protein
64410,protein
154881,protein
3652,protein
56062,protein
79736,protein
8406,protein
80325,protein
144233,protein
339829,protein
283219,protein
3792,protein
647013,protein
403244,protein
137902,protein
160335,protein
284697,protein
256309,protein
3136,protein
360165,protein
23507,protein
391002,protein
57705,protein
2792,protein
94235,protein
8786,protein
84100,protein
92482,protein
441631,protein
11045,protein
4037,protein
284040,protein
10214,protein
342945,protein
780851,protein
7544,protein
729020,protein
84641,protein
340719,protein
57054,protein
57135,protein
80221,protein
346157,protein
162427,protein
10622,protein
10903,protein
84455,protein
26297,protein
10608,protein
57102,protein
79095,protein
389834,protein
1943,protein
5279,protein
56956,protein
126868,protein
2644,protein
6799,protein
80095,protein
23120,protein
50614,protein
163882,protein
90673,protein
648791,protein
84919,protein
9758,protein
50651,protein
57821,protein
145376,protein
116729,protein
392617,protein
389207,protein
338661,protein
23504,protein
57709,protein
90853,protein
92293,protein
140831,protein
6992,protein
165324,protein
342346,protein
153743,protein
84328,protein
149461,protein
10816,protein
84529,protein
8577,protein
55064,protein
55282,protein
54825,protein
144455,protein
135932,protein
220002,protein
29999,protein
85014,protein
7940,protein
55283,protein
518,protein
29121,protein
4496,protein
91355,protein
63874,protein
117166,protein
147808,protein
221545,protein
51490,protein
9082,protein
9813,protein
84264,protein
26290,protein
2204,protein
285671,protein
127255,protein
84765,protein
388325,protein
90527,protein
130271,protein
246777,protein
534,protein
140711,protein
8992,protein
10588,protein
150465,protein
139562,protein
92181,protein
440087,protein
79744,protein
80032,protein
79094,protein
1411,protein
169966,protein
353267,protein
84767,protein
114908,protein
130013,protein
162681,protein
151112,protein
164127,protein
284486,protein
55716,protein
727866,protein
85359,protein
285613,protein
79088,protein
84904,protein
91851,protein
23578,protein
167153,protein
64748,protein
157773,protein
284680,protein
286301,protein
353323,protein
10781,protein
147660,protein
84775,protein
57325,protein
58495,protein
8460,protein
5068,protein
55200,protein
644591,protein
8941,protein
55118,protein
283238,protein
56673,protein
11026,protein
9087,protein
10473,protein
163087,protein
83850,protein
100130561,protein
376693,protein
391833,protein
646785,protein
728791,protein
401817,protein
474338,protein
27147,protein
642812,protein
642585,protein
440176,protein
100132795,protein
729500,protein
400389,protein
100129982,protein
400011,protein
388339,protein
730029,protein
388707,protein
643617,protein
653162,protein
389141,protein
644464,protein
414153,protein
728599,protein
157697,protein
728953,protein
285829,protein
113157,protein
122589,protein
643949,protein
653214,protein
84465,protein
606551,protein
100131196,protein
280655,protein
26148,protein
27104,protein
221016,protein
100272147,protein
8341,protein
26579,protein
6691,protein
84766,protein
284359,protein
79856,protein
85362,protein
4062,protein
8468,protein
166824,protein
94032,protein
389125,protein
387755,protein
26285,protein
350383,protein
246176,protein
219770,protein
10343,protein
29951,protein
257062,protein
285180,protein
728343,protein
414157,protein
55786,protein
130560,protein
386677,protein
56953,protein
93034,protein
124936,protein
147525,protein
222696,protein
100101467,protein
114821,protein
7760,protein
285346,protein
159163,protein
1388,protein
196477,protein
5031,protein
84536,protein
386678,protein
220042,protein
25876,protein
10597,protein
55222,protein
115825,protein
54834,protein
56996,protein
22875,protein
84230,protein
94030,protein
80778,protein
391104,protein
83459,protein
631,protein
146556,protein
57214,protein
147670,protein
353299,protein
255167,protein
100287399,protein
729603,protein
57614,protein
80110,protein
644903,protein
84680,protein
5544,protein
57165,protein
283160,protein
254879,protein
272,protein
57722,protein
4995,protein
5197,protein
255189,protein
154754,protein
9635,protein
26165,protein
51332,protein
51263,protein
51264,protein
51258,protein
51071,protein
158326,protein
5547,protein
81932,protein
744,protein
65999,protein
57213,protein
132321,protein
353332,protein
57707,protein
158046,protein
54958,protein
84141,protein
80864,protein
27329,protein
11274,protein
23446,protein
85019,protein
164312,protein
5990,protein
55224,protein
7481,protein
7633,protein
7711,protein
29797,protein
128977,protein
163059,protein
283551,protein
284391,protein
285205,protein
256957,protein
148413,protein
152816,protein
29118,protein
375748,protein
51495,protein
10129,protein
26138,protein
57523,protein
155066,protein
284185,protein
337963,protein
399947,protein
166863,protein
79145,protein
284365,protein
142937,protein
125144,protein
51696,protein
100132476,protein
85287,protein
92856,protein
386684,protein
492303,protein
402117,protein
83895,protein
8436,protein
378884,protein
345930,protein
2687,protein
122481,protein
8382,protein
84332,protein
139425,protein
100653323,protein
7115,protein
110255168,protein
110255169,protein
56122,protein
126375,protein
79582,protein
79090,protein
79868,protein
146212,protein
220359,protein
54456,protein
53840,protein
4828,protein
643911,protein
2619,protein
439,protein
93134,protein
124976,protein
2635,protein
340542,protein
388567,protein
200162,protein
84976,protein
64084,protein
56140,protein
126668,protein
390980,protein
53905,protein
285513,protein
11185,protein
390637,protein
64080,protein
1389,protein
4114,protein
728269,protein
4675,protein
85294,protein
64147,protein
85027,protein
128439,protein
55270,protein
79745,protein
25938,protein
90288,protein
126969,protein
196472,protein
121643,protein
84630,protein
58476,protein
114881,protein
84618,protein
26164,protein
162333,protein
84915,protein
26207,protein
6758,protein
11126,protein
140683,protein
8369,protein
54802,protein
84191,protein
8269,protein
100885850,protein
389376,protein
132864,protein
167410,protein
23548,protein
56033,protein
282996,protein
341208,protein
127253,protein
10170,protein
285596,protein
202134,protein
25961,protein
29928,protein
162963,protein
125965,protein
727751,protein
91452,protein
1880,protein
139741,protein
55266,protein
27065,protein
100507203,protein
285733,protein
51016,protein
284361,protein
84070,protein
256369,protein
6819,protein
3904,protein
7380,protein
54838,protein
55194,protein
134288,protein
100128731,protein
2695,protein
23574,protein
51279,protein
11138,protein
130813,protein
92126,protein
30820,protein
64418,protein
54777,protein
8437,protein
79596,protein
84229,protein
7120,protein
80830,protein
84677,protein
339366,protein
388387,protein
11082,protein
401138,protein
81888,protein
26289,protein
957,protein
11094,protein
113178,protein
1521,protein
394261,protein
51006,protein
55273,protein
55974,protein
7104,protein
79157,protein
84329,protein
84620,protein
2326,protein
55788,protein
115584,protein
27106,protein
79863,protein
27141,protein
3004,protein
285622,protein
391723,protein
26980,protein
340654,protein
4112,protein
164781,protein
221091,protein
93517,protein
388403,protein
283234,protein
1768,protein
54827,protein
441509,protein
727936,protein
256158,protein
100126693,protein
151827,protein
440699,protein
8510,protein
9381,protein
89866,protein
79693,protein
57711,protein
83641,protein
9535,protein
22889,protein
9452,protein
6344,protein
283461,protein
80821,protein
57495,protein
55086,protein
54851,protein
152815,protein
80270,protein
64132,protein
221322,protein
80206,protein
55349,protein
84340,protein
79686,protein
56652,protein
23704,protein
338872,protein
347240,protein
84247,protein
283643,protein
112597,protein
93661,protein
57565,protein
5169,protein
26532,protein
9673,protein
129450,protein
56129,protein
51647,protein
55335,protein
28424,protein
219578,protein
96597,protein
644934,protein
126917,protein
81602,protein
22798,protein
139596,protein
89792,protein
140606,protein
148103,protein
255180,protein
286410,protein
153684,protein
6723,protein
64090,protein
3140,protein
9117,protein
79953,protein
84272,protein
132204,protein
51257,protein
139604,protein
170712,protein
341947,protein
23498,protein
314,protein
1357,protein
55567,protein
51266,protein
127495,protein
105372481,protein
148137,protein
164045,protein
55328,protein
254528,protein
9718,protein
29094,protein
64063,protein
284325,protein
100128881,protein
10870,protein
85438,protein
163782,protein
100128327,protein
100131801,protein
55744,protein
11086,protein
252995,protein
133482,protein
2523,protein
133558,protein
147791,protein
11282,protein
81614,protein
57198,protein
284098,protein
153396,protein
91304,protein
121665,protein
51092,protein
124935,protein
256471,protein
91151,protein
23125,protein
101060200,protein
11119,protein
100131439,protein
83417,protein
27181,protein
200504,protein
474354,protein
79725,protein
81490,protein
146862,protein
692204,protein
26831,protein
780853,protein
692158,protein
692089,protein
652966,protein
677850,protein
26832,protein
100033430,protein
100033435,protein
677840,protein
100033433,protein
26853,protein
100033821,protein
150928,protein
6981,protein
24146,protein
84283,protein
439935,protein
124535,protein
53405,protein
84809,protein
57192,protein
84856,protein
402665,protein
115024,protein
441155,protein
127262,protein
9489,protein
202052,protein
54879,protein
3812,protein
27179,protein
29937,protein
284004,protein
11341,protein
219348,protein
22986,protein
118932,protein
400673,protein
642843,protein
1747,protein
147650,protein
51252,protein
79142,protein
65260,protein
388701,protein
91523,protein
253738,protein
58475,protein
131540,protein
84814,protein
728242,protein
728505,protein
340784,protein
4975,protein
439996,protein
3448,protein
3452,protein
340061,protein
55423,protein
145553,protein
10591,protein
441024,protein
5672,protein
5669,protein
985,protein
142679,protein
10745,protein
143872,protein
29802,protein
79295,protein
387718,protein
25807,protein
92552,protein
91300,protein
441234,protein
100131980,protein
285296,protein
340990,protein
390883,protein
91464,protein
100507321,protein
84253,protein
127343,protein
253175,protein
152098,protein
100288805,protein
143941,protein
91074,protein
389151,protein
149013,protein
25832,protein
100132406,protein
728841,protein
400818,protein
200030,protein
64405,protein
90199,protein
23252,protein
11330,protein
80157,protein
130872,protein
6053,protein
90423,protein
643834,protein
53844,protein
353013,protein
390816,protein
6650,protein
153830,protein
138724,protein
153745,protein
100750247,protein
548313,protein
84779,protein
26157,protein
133383,protein
348094,protein
63926,protein
55779,protein
79668,protein
8708,protein
79831,protein
375607,protein
1313,protein
342666,protein
404550,protein
85481,protein
221785,protein
7762,protein
79627,protein
124222,protein
3429,protein
909,protein
55726,protein
196549,protein
158345,protein
84331,protein
7696,protein
3270,protein
401145,protein
7565,protein
7644,protein
7733,protein
10520,protein
728489,protein
220594,protein
5046,protein
118426,protein
196383,protein
112476,protein
51302,protein
1907,protein
123036,protein
51233,protein
51442,protein
79865,protein
51020,protein
60386,protein
80129,protein
130106,protein
80099,protein
144423,protein
84276,protein
51409,protein
55334,protein
51276,protein
1038,protein
83955,protein
348793,protein
89801,protein
374395,protein
22977,protein
11199,protein
146227,protein
114905,protein
169693,protein
113540,protein
57628,protein
84288,protein
139760,protein
28796,protein
27177,protein
131375,protein
26533,protein
390155,protein
338662,protein
390151,protein
56103,protein
55650,protein
55508,protein
8303,protein
27090,protein
126259,protein
131920,protein
57010,protein
2843,protein
3822,protein
56833,protein
344658,protein
11097,protein
23467,protein
255043,protein
1428,protein
197358,protein
5641,protein
84935,protein
26476,protein
148398,protein
165721,protein
221806,protein
387921,protein
285362,protein
4185,protein
56155,protein
57476,protein
170392,protein
340152,protein
195814,protein
339044,protein
339047,protein
352999,protein
127943,protein
79368,protein
79905,protein
171484,protein
51108,protein
727837,protein
25893,protein
25806,protein
767558,protein
339799,protein
256435,protein
27433,protein
100289678,protein
729408,protein
55552,protein
147686,protein
8427,protein
26248,protein
124402,protein
55937,protein
284131,protein
57091,protein
1833,protein
56138,protein
9752,protein
56143,protein
26254,protein
56147,protein
1944,protein
9889,protein
27254,protein
91156,protein
164153,protein
200132,protein
203569,protein
259240,protein
284338,protein
326343,protein
342908,protein
55063,protein
64173,protein
23045,protein
128077,protein
84885,protein
147495,protein
80208,protein
10942,protein
201516,protein
147664,protein
4245,protein
119587,protein
83744,protein
171389,protein
285216,protein
1757,protein
54545,protein
246181,protein
201299,protein
112464,protein
80745,protein
114785,protein
124773,protein
8785,protein
121793,protein
7379,protein
84696,protein
344892,protein
55317,protein
51751,protein
56977,protein
84084,protein
23217,protein
79717,protein
221078,protein
98,protein
51046,protein
284207,protein
79679,protein
345643,protein
345778,protein
56134,protein
56135,protein
122961,protein
57095,protein
115362,protein
11162,protein
51011,protein
158234,protein
2577,protein
10777,protein
4951,protein
4501,protein
1427,protein
728113,protein
115861,protein
6291,protein
23555,protein
83539,protein
386672,protein
54989,protein
51348,protein
84650,protein
493911,protein
6052,protein
11272,protein
123207,protein
57348,protein
51326,protein
154214,protein
116835,protein
79675,protein
253512,protein
55298,protein
161176,protein
6080,protein
64855,protein
11092,protein
135927,protein
89887,protein
140467,protein
163049,protein
84890,protein
54943,protein
8821,protein
56884,protein
838,protein
100505879,protein
285679,protein
26236,protein
653689,protein
55635,protein
23184,protein
160857,protein
54969,protein
81793,protein
644041,protein
9488,protein
92400,protein
79864,protein
728622,protein
79893,protein
11283,protein
55719,protein
79827,protein
126364,protein
126295,protein
6610,protein
91319,protein
346653,protein
137872,protein
127534,protein
117247,protein
6861,protein
56969,protein
161753,protein
51237,protein
220441,protein
79413,protein
100130557,protein
84134,protein
344787,protein
574040,protein
64747,protein
651746,protein
441094,protein
654322,protein
441191,protein
654319,protein
402483,protein
203069,protein
22849,protein
9304,protein
55647,protein
161823,protein
100129387,protein
339123,protein
23536,protein
339201,protein
51629,protein
84923,protein
439921,protein
284323,protein
388561,protein
25943,protein
139886,protein
286467,protein
1539,protein
339970,protein
90737,protein
388536,protein
339804,protein
200316,protein
285555,protein
114112,protein
132954,protein
6676,protein
51167,protein
118663,protein
140883,protein
28974,protein
5301,protein
7527,protein
5379,protein
90637,protein
201283,protein
26085,protein
11182,protein
201931,protein
151242,protein
64131,protein
91351,protein
22847,protein
83903,protein
57650,protein
79081,protein
51308,protein
390113,protein
84869,protein
389206,protein
100505793,protein
2196,protein
79904,protein
7214,protein
440587,protein
1185,protein
55359,protein
132160,protein
9313,protein
11096,protein
344387,protein
64096,protein
4821,protein
55079,protein
267004,protein
4197,protein
392465,protein
283556,protein
10357,protein
114026,protein
29113,protein
22987,protein
89845,protein
51104,protein
65250,protein
9923,protein
6060,protein
339487,protein
402643,protein
3617,protein
56154,protein
10934,protein
27303,protein
25871,protein
100500804,protein
122830,protein
256691,protein
3539,protein
390531,protein
201973,protein
64091,protein
728970,protein
100293737,protein
57679,protein
139818,protein
22876,protein
55527,protein
338321,protein
728358,protein
53917,protein
124923,protein
5023,protein
144347,protein
199920,protein
84074,protein
7638,protein
79568,protein
56241,protein
337876,protein
83449,protein
222967,protein
54928,protein
124446,protein
79414,protein
116969,protein
728577,protein
3824,protein
10288,protein
54065,protein
27233,protein
65983,protein
51507,protein
10917,protein
7190,protein
197320,protein
58489,protein
645369,protein
16534,protein
29799,protein
387753,protein
55000,protein
283971,protein
87171,protein
126823,protein
375686,protein
8483,protein
286151,protein
25928,protein
2999,protein
100130733,protein
100130967,protein
100271715,protein
100287205,protein
102723680,protein
102723737,protein
115019,protein
119682,protein
119765,protein
125336,protein
126402,protein
138802,protein
140880,protein
146325,protein
147948,protein
158724,protein
168537,protein
170689,protein
196951,protein
201798,protein
205147,protein
219285,protein
245934,protein
259290,protein
283232,protein
284129,protein
285755,protein
327657,protein
338751,protein
340267,protein
340441,protein
340900,protein
360023,protein
375287,protein
375567,protein
389400,protein
389649,protein
390167,protein
390190,protein
390892,protein
392197,protein
401565,protein
401666,protein
441425,protein
442117,protein
442319,protein
493860,protein
4974,protein
54346,protein
54454,protein
54916,protein
55301,protein
56102,protein
56124,protein
56169,protein
57121,protein
57343,protein
63933,protein
64078,protein
645836,protein
646174,protein
6484,protein
653073,protein
653192,protein
728911,protein
7732,protein
79473,protein
80133,protein
83877,protein
84144,protein
8608,protein
91298,protein
91828,protein
9436,protein
9909,protein
29944,protein
5016,protein
23101,protein
122402,protein
441282,protein
56242,protein
158055,protein
157807,protein
171177,protein
503542,protein
79684,protein
80215,protein
91181,protein
8705,protein
145781,protein
126638,protein
283093,protein
283933,protein
79363,protein
79022,protein
147011,protein
728239,protein
63934,protein
9310,protein
100529239,protein
23596,protein
285676,protein
154790,protein
134266,protein
54965,protein
10732,protein
441525,protein
84874,protein
54102,protein
388753,protein
113444,protein
66000,protein
442038,protein
337880,protein
55751,protein
140612,protein
131870,protein
126204,protein
130576,protein
89978,protein
79792,protein
149708,protein
55997,protein
1444,protein
112611,protein
283375,protein
80343,protein
124045,protein
257054,protein
341359,protein
54576,protein
6085,protein
6084,protein
6086,protein
8578,protein
440264,protein
100129791,protein
147837,protein
221302,protein
165679,protein
286297,protein
285381,protein
9880,protein
90639,protein
728568,protein
440093,protein
284677,protein
147991,protein
389434,protein
51705,protein
114960,protein
100132285,protein
126069,protein
4586,protein
80816,protein
83401,protein
81931,protein
79925,protein
79691,protein
120224,protein
440138,protein
83416,protein
23161,protein
51146,protein
100189247,protein
347853,protein
5459,protein
342357,protein
54729,protein
445372,protein
130752,protein
150365,protein
219431,protein
85452,protein
1572,protein
3266,protein
392307,protein
1473,protein
55196,protein
730426,protein
2827,protein
115350,protein
375248,protein
653440,protein
121512,protein
200298,protein
161829,protein
284802,protein
79894,protein
2498,protein
677775,protein
6043,protein
51000,protein
9831,protein
286102,protein
23625,protein
654320,protein
100500842,protein
9617,protein
126326,protein
51398,protein
150223,protein
100132163,protein
340204,protein
727758,protein
90485,protein
50636,protein
100528064,protein
100534595,protein
57477,protein
1668,protein
57184,protein
114786,protein
541466,protein
6957,protein
910,protein
23439,protein
727787,protein
146439,protein
27348,protein
146395,protein
23732,protein
221981,protein
6083,protein
26782,protein
692196,protein
677679,protein
677841,protein
100124533,protein
594839,protein
26795,protein
619565,protein
692053,protein
440253,protein
728758,protein
677813,protein
692076,protein
619505,protein
692227,protein
677781,protein
26810,protein
81607,protein
344657,protein
56651,protein
54885,protein
84824,protein
55055,protein
390928,protein
5680,protein
23553,protein
80350,protein
221718,protein
100137047,protein
79104,protein
285943,protein
115653,protein
8909,protein
123745,protein
81577,protein
92370,protein
171586,protein
79148,protein
80298,protein
57124,protein
84553,protein
79850,protein
138429,protein
58538,protein
4838,protein
50486,protein
100073347,protein
80320,protein
134111,protein
647000,protein
340390,protein
4499,protein
84647,protein
119710,protein
6756,protein
100129777,protein
128821,protein
147945,protein
8690,protein
7455,protein
4326,protein
283970,protein
203111,protein
219938,protein
167127,protein
285636,protein
100529262,protein
83937,protein
84968,protein
49,protein
168391,protein
11259,protein
8603,protein
7594,protein
162699,protein
157638,protein
1421,protein
8215,protein
93377,protein
8538,protein
8693,protein
6614,protein
140851,protein
50836,protein
50624,protein
100533195,protein
10748,protein
57795,protein
440295,protein
100170217,protein
2221,protein
64066,protein
645323,protein
28639,protein
28638,protein
150372,protein
143662,protein
284565,protein
1178,protein
8771,protein
5483,protein
150221,protein
375593,protein
1750,protein
55351,protein
161003,protein
205717,protein
26834,protein
23117,protein
127254,protein
407008,protein
400360,protein
2310,protein
124590,protein
54993,protein
9717,protein
123624,protein
7592,protein
158931,protein
65259,protein
23325,protein
56265,protein
374977,protein
81491,protein
90525,protein
283600,protein
440730,protein
85004,protein
445328,protein
79992,protein
65977,protein
157724,protein
11055,protein
341019,protein
57730,protein
196385,protein
84627,protein
644019,protein
5456,protein
129881,protein
23520,protein
642394,protein
84792,protein
80315,protein
151278,protein
84109,protein
25884,protein
168667,protein
64388,protein
221400,protein
151449,protein
9655,protein
376940,protein
137529,protein
55254,protein
196500,protein
647042,protein
5408,protein
516,protein
255928,protein
146850,protein
388611,protein
400591,protein
148345,protein
3681,protein
4249,protein
574036,protein
9299,protein
23531,protein
9297,protein
692072,protein
285550,protein
9301,protein
641648,protein
619567,protein
9298,protein
619568,protein
641638,protein
9302,protein
797,protein
2297,protein
126731,protein
145853,protein
692075,protein
9300,protein
9303,protein
138241,protein
221710,protein
7561,protein
57150,protein
85416,protein
91057,protein
155370,protein
440498,protein
130355,protein
340277,protein
692063,protein
692195,protein
727764,protein
402569,protein
55228,protein
653877,protein
130075,protein
201232,protein
338879,protein
8515,protein
1101,protein
26716,protein
161253,protein
128646,protein
57546,protein
100529211,protein
54577,protein
138715,protein
389812,protein
10688,protein
84878,protein
644890,protein
913,protein
160298,protein
255374,protein
51201,protein
6435,protein
4663,protein
256815,protein
9331,protein
79897,protein
54933,protein
221749,protein
11174,protein
10874,protein
28577,protein
284358,protein
11085,protein
51384,protein
113189,protein
202018,protein
693164,protein
406912,protein
406999,protein
100506495,protein
339403,protein
90632,protein
6289,protein
10068,protein
57574,protein
286336,protein
23627,protein
1318,protein
92960,protein
338376,protein
54511,protein
79006,protein
113763,protein
340571,protein
63946,protein
339501,protein
2825,protein
84002,protein
158800,protein
84719,protein
222234,protein
4242,protein
84769,protein
343578,protein
2532,protein
6349,protein
388372,protein
6360,protein
6003,protein
64641,protein
11025,protein
9473,protein
6920,protein
339221,protein
57467,protein
353355,protein
285237,protein
10930,protein
257313,protein
2837,protein
6706,protein
84891,protein
144245,protein
57586,protein
30010,protein
117579,protein
1088,protein
1087,protein
1081,protein
94115,protein
283768,protein
388474,protein
93129,protein
79442,protein
100288160,protein
4498,protein
116441,protein
54627,protein
820,protein
387990,protein
27146,protein
8331,protein
26515,protein
7789,protein
7634,protein
2128,protein
8388,protein
84639,protein
132430,protein
339344,protein
65217,protein
11166,protein
392360,protein
22838,protein
201633,protein
162962,protein
28955,protein
440822,protein
360227,protein
729727,protein
647099,protein
6906,protein
80380,protein
81894,protein
120526,protein
23359,protein
168507,protein
642636,protein
340146,protein
55530,protein
6375,protein
3495,protein
201562,protein
9016,protein
85345,protein
375449,protein
22869,protein
3802,protein
3803,protein
3806,protein
3807,protein
3809,protein
57714,protein
8685,protein
100129842,protein
79955,protein
392862,protein
112812,protein
6856,protein
2689,protein
401135,protein
83480,protein
202,protein
387680,protein
10882,protein
100294162,protein
731682,protein
100294190,protein
2013,protein
5555,protein
319,protein
376132,protein
391627,protein
197342,protein
728405,protein
10894,protein
9002,protein
441250,protein
2651,protein
197196,protein
157869,protein
10103,protein
100885848,protein
51450,protein
57089,protein
116238,protein
27290,protein
83891,protein
654231,protein
220323,protein
79605,protein
51209,protein
407738,protein
79369,protein
344805,protein
1348,protein
100132053,protein
1310,protein
553117,protein
286133,protein
401024,protein
285135,protein
284307,protein
5322,protein
9884,protein
90871,protein
162515,protein
92106,protein
84275,protein
56948,protein
151313,protein
254552,protein
10224,protein
116337,protein
96626,protein
27321,protein
343071,protein
55365,protein
7195,protein
338323,protein
200403,protein
392510,protein
51471,protein
3497,protein
83889,protein
100131827,protein
124975,protein
55113,protein
399979,protein
124817,protein
84933,protein
220869,protein
375010,protein
222236,protein
338699,protein
196740,protein
375759,protein
79573,protein
84249,protein
404636,protein
55855,protein
57733,protein
4885,protein
25790,protein
54857,protein
54936,protein
8209,protein
24142,protein
145447,protein
57336,protein
221442,protein
150421,protein
79154,protein
3810,protein
150678,protein
55520,protein
389903,protein
64118,protein
27190,protein
374907,protein
93010,protein
51301,protein
8475,protein
128876,protein
100616101,protein
84203,protein
137362,protein
128240,protein
11061,protein
23761,protein
193629,protein
79729,protein
57408,protein
10595,protein
100132992,protein
26045,protein
390327,protein
81688,protein
29958,protein
146822,protein
93058,protein
116068,protein
84826,protein
152573,protein
100287428,protein
100287466,protein
79697,protein
2713,protein
9933,protein
646480,protein
285643,protein
131408,protein
649330,protein
317749,protein
140832,protein
5283,protein
89857,protein
374768,protein
138428,protein
84916,protein
643904,protein
646982,protein
387101,protein
6734,protein
26257,protein
347862,protein
492311,protein
374860,protein
284498,protein
84684,protein
25973,protein
319089,protein
728233,protein
28882,protein
90701,protein
375057,protein
6585,protein
6702,protein
23275,protein
256380,protein
343450,protein
83849,protein
7768,protein
390616,protein
54741,protein
5540,protein
5675,protein
285335,protein
255061,protein
643641,protein
10753,protein
4606,protein
64122,protein
3120,protein
10647,protein
417,protein
57125,protein
84336,protein
388512,protein
204219,protein
80329,protein
147111,protein
388077,protein
51052,protein
390226,protein
3447,protein
313,protein
3538,protein
10886,protein
4064,protein
285973,protein
53369,protein
5948,protein
29841,protein
100526842,protein
56105,protein
8459,protein
168451,protein
25987,protein
144193,protein
51475,protein
349667,protein
283537,protein
130827,protein
4276,protein
353091,protein
10998,protein
55894,protein
221547,protein
11237,protein
548594,protein
84992,protein
139170,protein
84873,protein
142683,protein
100500862,protein
100418910,protein
100287559,protein
84740,protein
60509,protein
138649,protein
554226,protein
389161,protein
100506020,protein
728377,protein
100532737,protein
2583,protein
101929639,protein
221416,protein
440416,protein
56971,protein
100861402,protein
150356,protein
200407,protein
100421113,protein
101926895,protein
285463,protein
650560,protein
101929222,protein
101926987,protein
100421865,protein
221838,protein
114915,protein
158293,protein
79147,protein
105377105,protein
100420300,protein
100287082,protein
80060,protein
388152,protein
729156,protein
100505624,protein
144712,protein
728643,protein
653447,protein
101929664,protein
100874323,protein
100359396,protein
28423,protein
100507398,protein
3876,protein
729211,protein
100418811,protein
100418781,protein
100887067,protein
102724820,protein
554354,protein
283267,protein
284029,protein
347731,protein
161357,protein
284889,protein
100302143,protein
407018,protein
103504731,protein
103504728,protein
100616436,protein
693174,protein
693199,protein
724033,protein
284801,protein
100313824,protein
102465464,protein
102466854,protein
100507423,protein
100129480,protein
100527960,protein
100129405,protein
100463486,protein
101060226,protein
101929780,protein
101060684,protein
101928492,protein
100533970,protein
64065,protein
100132594,protein
57157,protein
91461,protein
100507617,protein
101929145,protein
100532746,protein
100507118,protein
100506649,protein
101926888,protein
100533952,protein
378706,protein
378707,protein
6030,protein
6031,protein
100169751,protein
100169761,protein
100169762,protein
100169763,protein
100169764,protein
100169766,protein
100169767,protein
100169768,protein
100169753,protein
100169754,protein
100169755,protein
100169756,protein
100169757,protein
100169759,protein
100169760,protein
100873412,protein
100873427,protein
100873453,protein
100873463,protein
100873513,protein
100873612,protein
100873557,protein
100873308,protein
440400,protein
100529209,protein
57140,protein
26861,protein
100873815,protein
100873861,protein
26870,protein
26865,protein
26866,protein
26869,protein
100873832,protein
26828,protein
101954278,protein
100147744,protein
101954266,protein
101954269,protein
26863,protein
101954277,protein
101954276,protein
26864,protein
326278,protein
390354,protein
390612,protein
440992,protein
125208,protein
100130562,protein
645000,protein
645957,protein
100128140,protein
3924,protein
729209,protein
386627,protein
255812,protein
727956,protein
100533955,protein
100303728,protein
65012,protein
11046,protein
387254,protein
9057,protein
81796,protein
440354,protein
100271836,protein
595101,protein
85028,protein
100507303,protein
8420,protein
677808,protein
677832,protein
26768,protein
677823,protein
594837,protein
